sentiment|sentence|sentiment_score|confidence_rating|explanation_score|explanation
0|just finished watching the movie Prayers for Bobby. Broke my heart |-0.8333333333333334|0.85|0.9|"The explanations all indicate that the sentiment towards the movie is negative, with the phrase ""broke my heart"" suggesting a strong emotional impact."
0|@RumLover No! u supposed to be my date |-0.46666666666666673|0.8000000000000002|0.7666666666666666|The overall sentiment of the text is negative, with the user expressing disappointment and frustration towards someone who was supposed to be their date, although there is a slight mix of positive emotions like confusion and disappointment.
0|@sugarlandmusic we were second to starbucks  slow down on the clues so we can get back!|0.03333333333333333|0.7333333333333334|0.7333333333333334|The sentiment score is slightly negative due to dissatisfaction with being second to Starbucks and a desire to slow down on the clues to catch up, while also expressing a positive sentiment towards @sugarlandmusic and excitement and engagement with the situation.
0|just poured a glass of wine.Was waiting for pizza from our old friend in sydney but have just been told it's not happening,I miss mario's |-0.5|0.8333333333333334|0.7333333333333334|The general sentiment in the explanations is negative, as the user expresses disappointment and longing for their friend's pizza delivery from Mario's in Sydney, which is currently unavailable.
0|Got headaches for 3 days now |-0.75|0.8333333333333334|0.8666666666666667|The sentiment score is negative because the user expressed experiencing headaches for three days, indicating discomfort and pain, which provides clear and logical reasons for the negative sentiment.
0|@nenasayshi sooo i missss youu! |0.7999999999999999|0.8666666666666667|0.8000000000000002|The text has a strong positive sentiment as it expresses affection, longing, and excitement for someone with the use of enthusiastic language and specific examples.
0|@hyperbets i hope this doesn't last too long.  i feel miserable!|-0.7666666666666666|0.8666666666666667|0.8166666666666668|The sentiment score is -0.7, indicating a negative sentiment, with the sentiment analyzer being 80% confident. The explanations consistently highlight the user expressing feeling miserable and uncertain, providing a clear and strong justification for the negative sentiment.
0|@StaceeyLeigh He lives in Seattle I think  TOO FAR AWAY|-0.1333333333333333|0.75|0.8166666666666668|The sentiment in the text is slightly negative, as the user expresses dissatisfaction with the distance to Seattle, despite also mentioning a person living there and giving a slightly positive sentiment score.
0|had a cold.. I can't breathe.. gotta headache, nose is 'tuffy, sore throat, I ust wanna lay down and sleep forever!!... |-0.85|0.8833333333333333|0.8333333333333334|The prompt conveys a highly negative sentiment, with the author feeling physically ill, frustrated, and wanting to sleep forever due to symptoms like headaches, a stuffy nose, and a sore throat.
0|@labelsnotlove   my home town. My mammy called all depressd.  Pls explain y a parent let their 8yr old child walk alone? Hello? Its 2009!|-0.7333333333333334|0.8333333333333334|0.8000000000000002|The sentiment analysis indicates a negative sentiment based on the user expressing concern about their depressed hometown, questioning a parent's decision to let their 8-year-old child walk alone, and the inclusion of negative indicators in the text.
0|In Seattle Washington....im SOOOOO hungry&amp;i miss alaska |-0.6333333333333333|0.8333333333333334|0.8166666666666668|The sentiment score for the text is negative due to the user expressing hunger and missing Alaska, which is supported by strong emotional words and a clear indication of negative emotion.
0|#3turnoffwords &quot;F*ck The Lakers.&quot; |-0.8333333333333334|0.9|0.9|The explanations indicate that the text has a strongly negative sentiment, as it uses offensive language and expresses strong dislike towards the Lakers team.
0|I know my life has been flipped upside down when I just thought in my head that some Ramen sounds good. |-0.20000000000000004|0.8000000000000002|0.8000000000000002|The sentiment score of the user's statement is slightly negative, with a mention of craving Ramen adding a touch of positivity, resulting in a mixed sentiment.
0|I finally found iPod headphones that are meant for apple. they're madddd loud. 2 days |0.75|0.9|0.8333333333333334|The user expresses positive sentiment and excitement about finding Apple-compatible iPod headphones that are very loud, indicating satisfaction with the volume level and the specific compatibility with Apple devices.
0|If any one comes across my air mattress, camera, or ipod, give me a ring. Son of a bitch |-0.7333333333333334|0.9|0.5666666666666668|"The text expresses a highly negative sentiment characterized by frustration, anger, and the loss of personal belongings, as indicated by the use of profanity and the derogatory phrase ""Son of a bitch""."
0|&quot;The iPhone .. cannot be updated at this time because the iPhone activation server ist temporarily unavailable.&quot;   Wie lange denn noch??|-0.3333333333333333|0.7833333333333333|0.8166666666666668|The sentiment of the explanation is negative because the user expresses frustration and impatience with the temporary unavailability of the iPhone activation server, but one explanation rates it slightly positive and another explanation rates it as high confidence with a clear negative context.
0|FYI xbox live is down for maintenance that sucks |-0.7666666666666666|0.8833333333333333|0.8333333333333334|"The sentiment in the text is negative with a high confidence rating, as the user expresses dissatisfaction and frustration about Xbox Live being down for maintenance, using words like ""sucks"" as evidence."
0|Last day to smoke!   Gotta drug test; waiting for Obama to get the 420 laws right . Sick of my privacy being invaded. Enough of the BULL.|-0.7833333333333333|0.8833333333333333|0.7833333333333333|The text exhibits a strong negative sentiment as it expresses frustration towards drug tests, invasion of privacy, dissatisfaction with current laws, and a negative view on the current state of affairs regarding 420 laws, all accompanied by capitalized words and strong language.
0|Bidding farewell to starbucks staff, Rudy &amp; Aierra missing though. I'm gonna miss you guys |0.6|0.8000000000000002|0.9|"The sentiment of the text is positive as the user expresses a sense of missing the Starbucks staff and feeling sad about them leaving, reinforcing the sentiment with the phrase ""gonna miss you guys""."
0|Sure wish my facebook wasn't suspended |-0.8000000000000002|0.9333333333333332|0.8333333333333334|The user consistently expresses frustration, disappointment, and dissatisfaction due to the negativity surrounding their suspended Facebook account.
0|O and i cant believe the freakin cavaliers lost man lebron u broke my heart |-0.8000000000000002|0.9|0.7666666666666666|"The sentiment is overwhelmingly negative due to expressions of disappointment, heartbreak, and blame towards LeBron for the Cavaliers' loss, evident through the use of intense language like ""freakin"" and phrases such as ""broke my heart."""
0|lying in bed suffering with hayfever and a major case of holiday blues |-0.7666666666666666|0.8666666666666667|0.8333333333333334|The explanation suggests that the sentiment of the text is negative due to the mention of suffering with hayfever and experiencing holiday blues, indicating feelings of discomfort and sadness. The use of negative words further supports this negative sentiment.
0|Up early. Sad about lebron |-0.6|0.8000000000000002|0.8333333333333334|The sentiment analysis indicates a negative sentiment, with the text expressing sadness specifically about LeBron, resulting in the negative sentiment score.
0|What tragedy and disaster in the news this week |-0.7333333333333334|0.8500000000000001|0.7999999999999999|The explanations suggest that the sentiment is negative, likely due to recent tragic and disastrous events in the news this week, supported by a sentiment score of -0.8.
